26,Alain Guilbaud
28,Bernard Pennetier
31,Georges Lecleve
24,Gérard Bigot
29,Gérard Guilbaud
31,Jacques Chevalier
30,Jacques Jaunatre
27,Jean-Marie Gatard
31,Jean-Paul Leray
28,Jean Rondeau
18,Karine Mosnier
27,Louis-Marie Droneau
18,Marie-Jo Batard
8,Marie-Josèphe Batard
27,Michel Gravouil
14,Mithé Gouy
1,Myriam Chauvin
30,Pierre Voyau
18,Régine Cormier
16,Sonia Bailly
